date,location,new_cases,new_deaths
2020-02-25,Albania,,
2020-02-26,Albania,,
2020-02-27,Albania,,
2020-02-28,Albania,,
2020-02-29,Albania,,
2020-03-01,Albania,,
2020-03-02,Albania,,
2020-03-03,Albania,,
2020-03-04,Albania,,
2020-03-05,Albania,,
2020-03-06,Albania,,
2020-03-07,Albania,,
2020-03-08,Albania,,
2020-03-09,Albania,2.0,
2020-03-10,Albania,8.0,
2020-03-11,Albania,2.0,1.0
2020-03-12,Albania,11.0,0.0
2020-03-13,Albania,10.0,0.0
2020-03-14,Albania,5.0,0.0
2020-03-15,Albania,4.0,0.0
2020-03-16,Albania,9.0,0.0
2020-03-17,Albania,4.0,0.0
2020-03-18,Albania,4.0,1.0
2020-03-19,Albania,5.0,0.0
2020-03-20,Albania,6.0,0.0
2020-03-21,Albania,6.0,0.0
2020-03-22,Albania,13.0,0.0
2020-03-23,Albania,15.0,2.0
2020-03-24,Albania,19.0,1.0
2020-03-25,Albania,23.0,0.0
2020-03-26,Albania,28.0,1.0
2020-03-27,Albania,12.0,2.0
2020-03-28,Albania,11.0,2.0
2020-03-29,Albania,15.0,0.0
2020-03-30,Albania,11.0,1.0
2020-03-31,Albania,20.0,4.0
2020-04-01,Albania,16.0,0.0
2020-04-02,Albania,18.0,1.0
2020-04-03,Albania,27.0,1.0
2020-04-04,Albania,29.0,3.0
2020-04-05,Albania,28.0,0.0
2020-04-06,Albania,16.0,1.0
2020-04-07,Albania,6.0,1.0
2020-04-08,Albania,17.0,0.0
2020-04-09,Albania,9.0,1.0
2020-04-10,Albania,7.0,0.0
2020-04-11,Albania,17.0,0.0
2020-04-12,Albania,13.0,0.0
2020-04-13,Albania,21.0,0.0
2020-04-14,Albania,8.0,1.0
2020-04-15,Albania,19.0,1.0
2020-04-16,Albania,24.0,1.0
2020-04-17,Albania,21.0,0.0
2020-04-18,Albania,9.0,0.0
2020-04-19,Albania,14.0,0.0
2020-04-20,Albania,22.0,0.0
2020-04-21,Albania,25.0,0.0
2020-04-22,Albania,25.0,1.0
2020-04-23,Albania,29.0,0.0
2020-04-24,Albania,15.0,0.0
2020-04-25,Albania,34.0,0.0
2020-04-26,Albania,14.0,1.0
2020-04-27,Albania,10.0,0.0
2020-04-28,Albania,14.0,2.0
2020-04-29,Albania,16.0,0.0
2020-04-30,Albania,7.0,1.0
2020-05-01,Albania,9.0,0.0
2020-05-02,Albania,7.0,0.0
2020-05-03,Albania,6.0,0.0
2020-05-04,Albania,8.0,0.0
2020-05-05,Albania,17.0,0.0
2020-05-06,Albania,12.0,0.0
2020-05-07,Albania,10.0,0.0
2020-05-08,Albania,8.0,0.0
2020-05-09,Albania,6.0,0.0
2020-05-10,Albania,12.0,0.0
2020-05-11,Albania,4.0,0.0
2020-05-12,Albania,4.0,0.0
2020-05-13,Albania,4.0,0.0
2020-05-14,Albania,18.0,0.0
2020-05-15,Albania,18.0,0.0
2020-05-16,Albania,17.0,0.0
2020-05-17,Albania,13.0,0.0
2020-05-18,Albania,2.0,0.0
2020-05-19,Albania,1.0,0.0
2020-05-20,Albania,15.0,0.0
2020-05-21,Albania,5.0,0.0
2020-05-22,Albania,12.0,0.0
2020-05-23,Albania,8.0,0.0
2020-05-24,Albania,9.0,1.0
2020-05-25,Albania,6.0,0.0
2020-05-26,Albania,25.0,1.0
2020-05-27,Albania,21.0,0.0
2020-05-28,Albania,26.0,0.0
2020-05-29,Albania,23.0,0.0
2020-05-30,Albania,23.0,0.0
2020-05-31,Albania,15.0,0.0
2020-06-01,Albania,6.0,0.0
2020-06-02,Albania,21.0,0.0
2020-06-03,Albania,20.0,0.0
2020-06-04,Albania,13.0,0.0
2020-06-05,Albania,15.0,0.0
2020-06-06,Albania,20.0,1.0
2020-06-07,Albania,14.0,0.0
2020-06-08,Albania,17.0,0.0
2020-06-09,Albania,36.0,0.0
2020-06-10,Albania,42.0,0.0
2020-06-11,Albania,44.0,1.0
2020-06-12,Albania,31.0,1.0
2020-06-13,Albania,48.0,0.0
2020-06-14,Albania,57.0,0.0
2020-06-15,Albania,69.0,0.0
2020-06-16,Albania,82.0,1.0
2020-06-17,Albania,50.0,1.0
2020-06-18,Albania,66.0,1.0
2020-06-19,Albania,50.0,3.0
2020-06-20,Albania,53.0,1.0
2020-06-21,Albania,71.0,1.0
2020-06-22,Albania,33.0,0.0
2020-06-23,Albania,52.0,1.0
2020-06-24,Albania,67.0,2.0
2020-06-25,Albania,78.0,2.0
2020-06-26,Albania,77.0,2.0
2020-06-27,Albania,61.0,2.0
2020-06-28,Albania,72.0,2.0
2020-06-29,Albania,64.0,3.0
2020-06-30,Albania,69.0,4.0
2020-07-01,Albania,45.0,3.0
2020-07-02,Albania,82.0,4.0
2020-07-03,Albania,90.0,3.0
2020-07-04,Albania,67.0,2.0
2020-07-05,Albania,74.0,2.0
2020-07-06,Albania,71.0,3.0
2020-07-07,Albania,74.0,2.0
2020-07-08,Albania,68.0,2.0
2020-07-09,Albania,82.0,0.0
2020-07-10,Albania,90.0,2.0
2020-07-11,Albania,93.0,4.0
2020-07-12,Albania,83.0,4.0
2020-07-13,Albania,117.0,2.0
2020-07-14,Albania,96.0,2.0
2020-07-15,Albania,85.0,4.0
2020-07-16,Albania,99.0,3.0
2020-07-17,Albania,55.0,3.0
2020-07-18,Albania,102.0,4.0
2020-07-19,Albania,82.0,1.0
2020-07-20,Albania,81.0,1.0
2020-07-21,Albania,119.0,4.0
2020-07-22,Albania,68.0,3.0
2020-07-23,Albania,108.0,3.0
2020-07-24,Albania,104.0,5.0
2020-07-25,Albania,67.0,6.0
2020-07-26,Albania,126.0,4.0
2020-07-27,Albania,117.0,6.0
2020-07-28,Albania,117.0,4.0
2020-07-29,Albania,108.0,2.0
2020-07-30,Albania,92.0,4.0
2020-07-31,Albania,79.0,3.0
2020-08-01,Albania,120.0,4.0
2020-08-02,Albania,123.0,5.0
2020-08-03,Albania,101.0,6.0
2020-08-04,Albania,130.0,4.0
2020-08-05,Albania,139.0,6.0
2020-08-06,Albania,127.0,6.0
2020-08-07,Albania,135.0,1.0
2020-08-08,Albania,124.0,4.0
2020-08-09,Albania,136.0,6.0
2020-08-10,Albania,125.0,1.0
2020-08-11,Albania,140.0,5.0
2020-08-12,Albania,141.0,3.0
2020-08-13,Albania,154.0,5.0
2020-08-14,Albania,146.0,6.0
2020-08-15,Albania,143.0,6.0
2020-08-16,Albania,120.0,3.0
2020-08-17,Albania,119.0,2.0
2020-08-18,Albania,155.0,2.0
2020-08-19,Albania,158.0,2.0
2020-08-20,Albania,155.0,4.0
2020-08-21,Albania,152.0,2.0
2020-08-22,Albania,156.0,5.0
2020-08-23,Albania,152.0,5.0
2020-08-24,Albania,178.0,4.0
2020-08-25,Albania,154.0,5.0
2020-08-26,Albania,168.0,4.0
2020-08-27,Albania,156.0,3.0
2020-08-28,Albania,112.0,5.0
2020-08-29,Albania,84.0,4.0
2020-08-30,Albania,101.0,5.0
2020-08-31,Albania,133.0,4.0
2020-09-01,Albania,93.0,6.0
2020-09-02,Albania,122.0,6.0
2020-09-03,Albania,116.0,5.0
2020-09-04,Albania,123.0,5.0
2020-09-05,Albania,135.0,6.0
2020-09-06,Albania,153.0,4.0
2020-09-07,Albania,151.0,3.0
2020-09-08,Albania,147.0,2.0
2020-09-09,Albania,151.0,1.0
2020-09-10,Albania,156.0,2.0
2020-09-11,Albania,161.0,3.0
2020-09-12,Albania,164.0,3.0
2020-09-13,Albania,168.0,4.0
2020-09-14,Albania,167.0,4.0
2020-09-15,Albania,152.0,2.0
2020-09-16,Albania,144.0,3.0
2020-09-17,Albania,132.0,4.0
2020-09-18,Albania,125.0,6.0
2020-09-19,Albania,153.0,5.0
2020-09-20,Albania,159.0,4.0
2020-09-21,Albania,150.0,2.0
2020-09-22,Albania,131.0,3.0
2020-09-23,Albania,121.0,3.0
2020-09-24,Albania,134.0,0.0
2020-09-25,Albania,124.0,3.0
2020-09-26,Albania,108.0,2.0
2020-09-27,Albania,106.0,2.0
2020-09-28,Albania,132.0,3.0
2020-09-29,Albania,127.0,4.0
2020-09-30,Albania,131.0,3.0
2020-10-01,Albania,157.0,1.0
2020-10-02,Albania,159.0,1.0
2020-10-03,Albania,152.0,3.0
2020-10-04,Albania,149.0,4.0
2020-10-05,Albania,144.0,4.0
2020-10-06,Albania,158.0,3.0
2020-10-07,Albania,162.0,4.0
2020-10-08,Albania,169.0,4.0
2020-10-09,Albania,167.0,2.0
2020-10-10,Albania,165.0,3.0
2020-10-11,Albania,168.0,4.0
2020-10-12,Albania,171.0,4.0
2020-10-13,Albania,182.0,5.0
2020-10-14,Albania,203.0,5.0
2020-10-15,Albania,257.0,5.0
2020-10-16,Albania,289.0,4.0
2020-10-17,Albania,273.0,5.0
2020-10-18,Albania,281.0,3.0
2020-10-19,Albania,295.0,3.0
2020-10-20,Albania,301.0,4.0
2020-10-21,Albania,297.0,4.0
2020-10-22,Albania,302.0,3.0
2020-10-23,Albania,306.0,4.0
2020-10-24,Albania,302.0,4.0
2020-10-25,Albania,299.0,4.0
2020-10-26,Albania,288.0,3.0
2020-10-27,Albania,284.0,7.0
2020-10-28,Albania,311.0,6.0
2020-10-29,Albania,275.0,6.0
2020-10-30,Albania,319.0,3.0
2020-10-31,Albania,241.0,7.0
2020-11-01,Albania,327.0,9.0
2020-11-02,Albania,321.0,9.0
2020-11-03,Albania,381.0,5.0
2020-11-04,Albania,396.0,4.0
2020-11-05,Albania,421.0,7.0
2020-11-06,Albania,489.0,6.0
2020-11-07,Albania,495.0,8.0
2020-11-08,Albania,501.0,2.0
2020-11-09,Albania,525.0,12.0
2020-11-10,Albania,563.0,8.0
2020-11-11,Albania,507.0,11.0
2020-11-12,Albania,410.0,8.0
2020-11-13,Albania,490.0,7.0
2020-11-14,Albania,532.0,7.0
2020-11-15,Albania,597.0,11.0
2020-11-16,Albania,602.0,8.0
2020-11-17,Albania,694.0,6.0
2020-11-18,Albania,711.0,9.0
2020-11-19,Albania,786.0,11.0
2020-11-20,Albania,836.0,15.0
2020-11-21,Albania,737.0,13.0
2020-11-22,Albania,565.0,14.0
2020-11-23,Albania,795.0,17.0
2020-11-24,Albania,744.0,19.0
2020-11-25,Albania,644.0,8.0
2020-11-26,Albania,656.0,10.0
2020-11-27,Albania,645.0,18.0
2020-11-28,Albania,545.0,16.0
2020-11-29,Albania,835.0,11.0
2020-11-30,Albania,557.0,12.0
2020-12-01,Albania,832.0,12.0
2020-12-02,Albania,705.0,17.0
2020-12-03,Albania,782.0,13.0
2020-12-04,Albania,801.0,18.0
2020-12-05,Albania,846.0,19.0
2020-12-06,Albania,840.0,16.0
2020-12-07,Albania,695.0,17.0
2020-12-08,Albania,753.0,14.0
2020-12-09,Albania,752.0,15.0
2020-12-10,Albania,873.0,14.0
2020-12-11,Albania,802.0,12.0
2020-12-12,Albania,879.0,12.0
2020-12-13,Albania,788.0,14.0
2020-12-14,Albania,661.0,13.0
2020-12-15,Albania,809.0,12.0
2020-12-16,Albania,637.0,12.0
2020-12-17,Albania,787.0,15.0
2020-12-18,Albania,580.0,11.0
2020-12-19,Albania,538.0,8.0
2020-12-20,Albania,461.0,14.0
2020-12-21,Albania,422.0,10.0
2020-12-22,Albania,389.0,13.0
2020-12-23,Albania,503.0,6.0
2020-12-24,Albania,510.0,8.0
2020-12-25,Albania,553.0,9.0
2020-12-26,Albania,375.0,9.0
2020-12-27,Albania,499.0,10.0
2020-12-28,Albania,318.0,11.0
2020-12-29,Albania,574.0,6.0
2020-12-30,Albania,581.0,4.0
2020-12-31,Albania,589.0,7.0
2021-01-01,Albania,0.0,0.0
2021-01-02,Albania,675.0,9.0
2021-01-03,Albania,447.0,3.0
2021-01-04,Albania,185.0,6.0
2021-01-05,Albania,660.0,11.0
2021-01-06,Albania,725.0,7.0
2021-01-07,Albania,697.0,6.0
2021-01-08,Albania,673.0,7.0
2021-01-09,Albania,655.0,3.0
2021-01-10,Albania,562.0,8.0
2021-01-11,Albania,376.0,6.0
2021-01-12,Albania,656.0,5.0
2021-01-13,Albania,707.0,4.0
2021-01-14,Albania,660.0,5.0
2021-01-15,Albania,641.0,4.0
2021-01-16,Albania,581.0,5.0
2021-01-17,Albania,474.0,7.0
2021-01-18,Albania,292.0,4.0
2021-01-19,Albania,586.0,6.0
2021-01-20,Albania,670.0,4.0
2021-01-21,Albania,678.0,5.0
2021-01-22,Albania,739.0,7.0
2021-01-23,Albania,786.0,7.0
2021-01-24,Albania,833.0,5.0
2021-01-25,Albania,538.0,9.0
2021-01-26,Albania,879.0,8.0
2021-01-27,Albania,876.0,7.0
2021-01-28,Albania,887.0,11.0
2021-01-29,Albania,896.0,8.0
2021-01-30,Albania,901.0,11.0
2021-01-31,Albania,876.0,11.0
2021-02-01,Albania,865.0,13.0
2021-02-02,Albania,942.0,5.0
2021-02-03,Albania,1007.0,6.0
2021-02-04,Albania,1052.0,14.0
2021-02-05,Albania,1089.0,15.0
2021-02-06,Albania,1130.0,13.0
2021-02-07,Albania,1124.0,14.0
2021-02-08,Albania,953.0,12.0
2021-02-09,Albania,1239.0,16.0
2021-02-10,Albania,1143.0,15.0
2021-02-11,Albania,1105.0,14.0
2021-02-12,Albania,1059.0,14.0
2021-02-13,Albania,1152.0,12.0
2021-02-14,Albania,1088.0,12.0
2021-02-15,Albania,775.0,12.0
2021-02-16,Albania,801.0,15.0
2021-02-17,Albania,1075.0,18.0
2021-02-18,Albania,1112.0,17.0
2021-02-19,Albania,1071.0,19.0
2021-02-20,Albania,1153.0,17.0
2021-02-21,Albania,1184.0,13.0
2021-02-22,Albania,1039.0,15.0
2021-02-23,Albania,1021.0,15.0
2021-02-24,Albania,1021.0,19.0
2021-02-25,Albania,986.0,21.0
2021-02-26,Albania,916.0,20.0
2021-02-27,Albania,986.0,19.0
2021-02-28,Albania,952.0,21.0
2021-03-01,Albania,764.0,20.0
2021-03-02,Albania,892.0,19.0
2021-03-03,Albania,851.0,21.0
2021-03-04,Albania,847.0,20.0
2021-03-05,Albania,780.0,21.0
2021-03-06,Albania,777.0,21.0
2021-03-07,Albania,819.0,21.0
2021-03-08,Albania,683.0,17.0
2021-03-09,Albania,629.0,13.0
2021-03-10,Albania,631.0,17.0
2021-03-11,Albania,602.0,16.0
2021-03-12,Albania,681.0,16.0
2021-03-13,Albania,698.0,12.0
2021-03-14,Albania,653.0,15.0
2021-03-15,Albania,543.0,15.0
2021-03-16,Albania,475.0,17.0
2021-03-17,Albania,446.0,15.0
2021-03-18,Albania,590.0,14.0
2021-03-19,Albania,494.0,16.0
2021-03-20,Albania,519.0,11.0
2021-03-21,Albania,659.0,4.0
2021-03-22,Albania,344.0,8.0
2021-03-23,Albania,303.0,11.0
2021-03-24,Albania,448.0,15.0
2021-03-25,Albania,472.0,13.0
2021-03-26,Albania,449.0,8.0
2021-03-27,Albania,425.0,12.0
2021-03-28,Albania,493.0,6.0
2021-03-29,Albania,285.0,6.0
2021-03-30,Albania,304.0,11.0
2021-03-31,Albania,434.0,8.0
2021-04-01,Albania,349.0,6.0
2021-04-02,Albania,336.0,6.0
2021-04-03,Albania,341.0,9.0
2021-04-04,Albania,348.0,9.0
2021-04-05,Albania,264.0,9.0
2021-04-06,Albania,141.0,9.0
2021-04-07,Albania,256.0,8.0
2021-04-08,Albania,317.0,6.0
2021-04-09,Albania,286.0,7.0
2021-04-10,Albania,360.0,6.0
2021-04-11,Albania,238.0,7.0
2021-04-12,Albania,125.0,4.0
2021-04-13,Albania,234.0,5.0
2021-04-14,Albania,207.0,5.0
2021-04-15,Albania,169.0,4.0
2021-04-16,Albania,179.0,2.0
2021-04-17,Albania,149.0,3.0
2021-04-18,Albania,138.0,2.0
2021-04-19,Albania,100.0,5.0
2021-04-20,Albania,148.0,6.0
2021-04-21,Albania,138.0,5.0
2021-04-22,Albania,134.0,6.0
2021-04-23,Albania,156.0,3.0
2021-04-24,Albania,139.0,5.0
2021-04-25,Albania,128.0,6.0
2021-04-26,Albania,69.0,1.0
2021-04-27,Albania,130.0,4.0
2021-04-28,Albania,123.0,3.0
2021-04-29,Albania,118.0,3.0
2021-04-30,Albania,108.0,5.0
2021-05-01,Albania,100.0,2.0
2021-05-02,Albania,53.0,1.0
2021-05-03,Albania,38.0,2.0
2021-05-04,Albania,51.0,3.0
2021-05-05,Albania,92.0,1.0
2021-05-06,Albania,91.0,3.0
2021-05-07,Albania,67.0,2.0
2021-05-08,Albania,89.0,3.0
2021-05-09,Albania,57.0,1.0
2021-05-10,Albania,30.0,4.0
2021-05-11,Albania,50.0,4.0
2021-05-12,Albania,42.0,3.0
2021-05-13,Albania,45.0,3.0
2021-05-14,Albania,49.0,1.0
2021-05-15,Albania,39.0,2.0
2021-05-16,Albania,37.0,3.0
2021-05-17,Albania,17.0,3.0
2021-05-18,Albania,39.0,1.0
2021-05-19,Albania,24.0,2.0
2021-05-20,Albania,23.0,2.0
2021-05-21,Albania,35.0,1.0
2021-05-22,Albania,23.0,1.0
2021-05-23,Albania,33.0,2.0
2021-05-24,Albania,6.0,1.0
2021-05-25,Albania,14.0,2.0
2021-05-26,Albania,15.0,0.0
2021-05-27,Albania,20.0,0.0
2021-05-28,Albania,21.0,1.0
2021-05-29,Albania,12.0,1.0
2021-05-30,Albania,12.0,1.0
2021-05-31,Albania,6.0,1.0
2021-06-01,Albania,22.0,0.0
2021-06-02,Albania,14.0,0.0
2021-06-03,Albania,9.0,0.0
2021-06-04,Albania,12.0,0.0
2021-06-05,Albania,2.0,0.0
2021-06-06,Albania,5.0,0.0
2021-06-07,Albania,5.0,1.0
2021-06-08,Albania,13.0,0.0
2021-06-09,Albania,18.0,0.0
2021-06-10,Albania,11.0,0.0
2021-06-11,Albania,11.0,1.0
2021-06-12,Albania,12.0,0.0
2021-06-13,Albania,10.0,0.0
2021-06-14,Albania,2.0,0.0
2021-06-15,Albania,8.0,1.0
2021-06-16,Albania,7.0,0.0
2021-06-17,Albania,5.0,0.0
2021-06-18,Albania,3.0,0.0
2021-06-19,Albania,4.0,0.0
2021-06-20,Albania,2.0,0.0
2021-06-21,Albania,0.0,0.0
2021-06-22,Albania,6.0,1.0
2021-06-23,Albania,1.0,0.0
2021-06-24,Albania,2.0,0.0
2021-06-25,Albania,7.0,0.0
2020-03-02,Andorra,1.0,
2020-03-03,Andorra,0.0,
2020-03-04,Andorra,0.0,
2020-03-05,Andorra,0.0,
2020-03-06,Andorra,0.0,
2020-03-07,Andorra,0.0,
2020-03-08,Andorra,0.0,
2020-03-09,Andorra,0.0,
2020-03-10,Andorra,0.0,
2020-03-11,Andorra,0.0,
2020-03-12,Andorra,0.0,
2020-03-13,Andorra,0.0,
2020-03-14,Andorra,0.0,
2020-03-15,Andorra,0.0,
2020-03-16,Andorra,1.0,
2020-03-17,Andorra,37.0,
2020-03-18,Andorra,0.0,
2020-03-19,Andorra,14.0,
2020-03-20,Andorra,22.0,
2020-03-21,Andorra,13.0,
2020-03-22,Andorra,25.0,1.0
2020-03-23,Andorra,20.0,0.0
2020-03-24,Andorra,31.0,0.0
2020-03-25,Andorra,24.0,0.0
2020-03-26,Andorra,36.0,2.0
2020-03-27,Andorra,43.0,0.0
2020-03-28,Andorra,41.0,0.0
2020-03-29,Andorra,26.0,3.0
2020-03-30,Andorra,36.0,2.0
2020-03-31,Andorra,6.0,4.0
2020-04-01,Andorra,14.0,2.0
2020-04-02,Andorra,38.0,1.0
2020-04-03,Andorra,11.0,1.0
2020-04-04,Andorra,27.0,1.0
2020-04-05,Andorra,35.0,1.0
2020-04-06,Andorra,24.0,3.0
2020-04-07,Andorra,20.0,1.0
2020-04-08,Andorra,19.0,1.0
2020-04-09,Andorra,19.0,2.0
2020-04-10,Andorra,18.0,1.0
2020-04-11,Andorra,0.0,0.0
2020-04-12,Andorra,37.0,3.0
2020-04-13,Andorra,8.0,0.0
2020-04-14,Andorra,13.0,2.0
2020-04-15,Andorra,14.0,2.0
2020-04-16,Andorra,0.0,0.0
2020-04-17,Andorra,23.0,2.0
2020-04-18,Andorra,8.0,0.0
2020-04-19,Andorra,9.0,1.0
2020-04-20,Andorra,4.0,1.0
2020-04-21,Andorra,0.0,0.0
2020-04-22,Andorra,6.0,0.0
2020-04-23,Andorra,0.0,0.0
2020-04-24,Andorra,8.0,3.0
2020-04-25,Andorra,7.0,0.0
2020-04-26,Andorra,0.0,0.0
2020-04-27,Andorra,5.0,0.0
2020-04-28,Andorra,0.0,1.0
2020-04-29,Andorra,0.0,1.0
2020-04-30,Andorra,2.0,0.0
2020-05-01,Andorra,0.0,1.0
2020-05-02,Andorra,2.0,1.0
2020-05-03,Andorra,1.0,1.0
2020-05-04,Andorra,2.0,0.0
2020-05-05,Andorra,1.0,1.0
2020-05-06,Andorra,0.0,0.0
2020-05-07,Andorra,1.0,1.0
2020-05-08,Andorra,0.0,0.0
2020-05-09,Andorra,2.0,1.0
2020-05-10,Andorra,1.0,0.0
2020-05-11,Andorra,0.0,0.0
2020-05-12,Andorra,3.0,0.0
2020-05-13,Andorra,2.0,1.0
2020-05-14,Andorra,1.0,0.0
2020-05-15,Andorra,0.0,0.0
2020-05-16,Andorra,0.0,2.0
2020-05-17,Andorra,0.0,0.0
2020-05-18,Andorra,0.0,0.0
2020-05-19,Andorra,0.0,0.0
2020-05-20,Andorra,1.0,0.0
2020-05-21,Andorra,0.0,0.0
2020-05-22,Andorra,0.0,0.0
2020-05-23,Andorra,0.0,0.0
2020-05-24,Andorra,0.0,0.0
2020-05-25,Andorra,1.0,0.0
2020-05-26,Andorra,0.0,0.0
2020-05-27,Andorra,0.0,0.0
2020-05-28,Andorra,0.0,0.0
2020-05-29,Andorra,1.0,0.0
2020-05-30,Andorra,0.0,0.0
2020-05-31,Andorra,0.0,0.0
2020-06-01,Andorra,1.0,0.0
2020-06-02,Andorra,79.0,0.0
2020-06-03,Andorra,7.0,0.0
2020-06-04,Andorra,1.0,0.0
2020-06-05,Andorra,0.0,0.0
2020-06-06,Andorra,0.0,0.0
2020-06-07,Andorra,0.0,0.0
2020-06-08,Andorra,0.0,0.0
2020-06-09,Andorra,0.0,0.0
2020-06-10,Andorra,0.0,0.0
2020-06-11,Andorra,0.0,0.0
2020-06-12,Andorra,1.0,0.0
2020-06-13,Andorra,0.0,0.0
2020-06-14,Andorra,0.0,0.0
2020-06-15,Andorra,0.0,0.0
2020-06-16,Andorra,1.0,1.0
2020-06-17,Andorra,0.0,0.0
2020-06-18,Andorra,1.0,0.0
2020-06-19,Andorra,0.0,0.0
2020-06-20,Andorra,0.0,0.0
2020-06-21,Andorra,0.0,0.0
2020-06-22,Andorra,0.0,0.0
2020-06-23,Andorra,0.0,0.0
2020-06-24,Andorra,0.0,0.0
2020-06-25,Andorra,0.0,0.0
2020-06-26,Andorra,0.0,0.0
2020-06-27,Andorra,0.0,0.0
2020-06-28,Andorra,0.0,0.0
2020-06-29,Andorra,0.0,0.0
2020-06-30,Andorra,0.0,0.0
2020-07-01,Andorra,0.0,0.0
2020-07-02,Andorra,0.0,0.0
2020-07-03,Andorra,0.0,0.0
2020-07-04,Andorra,0.0,0.0
2020-07-05,Andorra,0.0,0.0
2020-07-06,Andorra,0.0,0.0
2020-07-07,Andorra,0.0,0.0
2020-07-08,Andorra,0.0,0.0
2020-07-09,Andorra,0.0,0.0
2020-07-10,Andorra,0.0,0.0
2020-07-11,Andorra,0.0,0.0
2020-07-12,Andorra,0.0,0.0
2020-07-13,Andorra,3.0,0.0
2020-07-14,Andorra,3.0,0.0
2020-07-15,Andorra,1.0,0.0
2020-07-16,Andorra,15.0,0.0
2020-07-17,Andorra,3.0,0.0
2020-07-18,Andorra,0.0,0.0
2020-07-19,Andorra,0.0,0.0
2020-07-20,Andorra,4.0,0.0
2020-07-21,Andorra,0.0,0.0
2020-07-22,Andorra,5.0,0.0
2020-07-23,Andorra,0.0,0.0
2020-07-24,Andorra,8.0,0.0
2020-07-25,Andorra,0.0,0.0
2020-07-26,Andorra,0.0,0.0
2020-07-27,Andorra,10.0,0.0
2020-07-28,Andorra,0.0,0.0
2020-07-29,Andorra,11.0,0.0
2020-07-30,Andorra,4.0,0.0
2020-07-31,Andorra,3.0,0.0
2020-08-01,Andorra,0.0,0.0
2020-08-02,Andorra,0.0,0.0
2020-08-03,Andorra,12.0,0.0
2020-08-04,Andorra,2.0,0.0
2020-08-05,Andorra,0.0,0.0
2020-08-06,Andorra,5.0,0.0
2020-08-07,Andorra,11.0,0.0
2020-08-08,Andorra,0.0,0.0
2020-08-09,Andorra,0.0,0.0
2020-08-10,Andorra,8.0,0.0
2020-08-11,Andorra,0.0,0.0
2020-08-12,Andorra,14.0,1.0
2020-08-13,Andorra,4.0,0.0
2020-08-14,Andorra,8.0,0.0
2020-08-15,Andorra,0.0,0.0
2020-08-16,Andorra,0.0,0.0
2020-08-17,Andorra,16.0,0.0
2020-08-18,Andorra,0.0,0.0
2020-08-19,Andorra,19.0,0.0
2020-08-20,Andorra,0.0,0.0
2020-08-21,Andorra,21.0,0.0
2020-08-22,Andorra,0.0,0.0
2020-08-23,Andorra,0.0,0.0
2020-08-24,Andorra,15.0,0.0
2020-08-25,Andorra,0.0,0.0
2020-08-26,Andorra,38.0,0.0
2020-08-27,Andorra,0.0,0.0
2020-08-28,Andorra,26.0,0.0
2020-08-29,Andorra,0.0,0.0
2020-08-30,Andorra,0.0,0.0
2020-08-31,Andorra,52.0,0.0
2020-09-01,Andorra,8.0,0.0
2020-09-02,Andorra,15.0,0.0
2020-09-03,Andorra,0.0,0.0
2020-09-04,Andorra,16.0,0.0
2020-09-05,Andorra,0.0,0.0
2020-09-06,Andorra,0.0,0.0
2020-09-07,Andorra,46.0,0.0
2020-09-08,Andorra,0.0,0.0
2020-09-09,Andorra,40.0,0.0
2020-09-10,Andorra,0.0,0.0
2020-09-11,Andorra,43.0,0.0
2020-09-12,Andorra,0.0,0.0
2020-09-13,Andorra,0.0,0.0
2020-09-14,Andorra,94.0,0.0
2020-09-15,Andorra,0.0,0.0
2020-09-16,Andorra,45.0,0.0
2020-09-17,Andorra,0.0,0.0
2020-09-18,Andorra,81.0,0.0
2020-09-19,Andorra,0.0,0.0
2020-09-20,Andorra,0.0,0.0
2020-09-21,Andorra,117.0,0.0
2020-09-22,Andorra,0.0,0.0
2020-09-23,Andorra,72.0,0.0
2020-09-24,Andorra,0.0,0.0
2020-09-25,Andorra,83.0,0.0
2020-09-26,Andorra,0.0,0.0
2020-09-27,Andorra,0.0,0.0
2020-09-28,Andorra,130.0,0.0
2020-09-29,Andorra,0.0,0.0
2020-09-30,Andorra,84.0,0.0
2020-10-01,Andorra,0.0,0.0
2020-10-02,Andorra,60.0,0.0
2020-10-03,Andorra,0.0,0.0
2020-10-04,Andorra,0.0,0.0
2020-10-05,Andorra,260.0,0.0
2020-10-06,Andorra,0.0,0.0
2020-10-07,Andorra,198.0,0.0
2020-10-08,Andorra,0.0,1.0
2020-10-09,Andorra,128.0,1.0
2020-10-10,Andorra,0.0,0.0
2020-10-11,Andorra,0.0,0.0
2020-10-12,Andorra,299.0,2.0
2020-10-13,Andorra,0.0,0.0
2020-10-14,Andorra,195.0,2.0
2020-10-15,Andorra,0.0,0.0
2020-10-16,Andorra,187.0,0.0
2020-10-17,Andorra,0.0,0.0
2020-10-18,Andorra,0.0,0.0
2020-10-19,Andorra,246.0,3.0
2020-10-20,Andorra,0.0,0.0
2020-10-21,Andorra,188.0,1.0
2020-10-22,Andorra,0.0,0.0
2020-10-23,Andorra,227.0,6.0
2020-10-24,Andorra,0.0,0.0
2020-10-25,Andorra,0.0,0.0
2020-10-26,Andorra,287.0,3.0
2020-10-27,Andorra,85.0,0.0
2020-10-28,Andorra,107.0,0.0
2020-10-29,Andorra,50.0,1.0
